"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
66,75,0.3,"TT",13.2738426674336
70,70,0.3,"TT",15.293962484811
62,65,0.3,"TT",15.9411954787601
66,65,0.3,"TT",13.4102419241702
70,75,0.3,"TT",15.3039152274321
62,70,0.3,"TT",14.892336118698
66,75,0.3,"TT",13.6680578993581
70,70,0.3,"TT",13.7999194033629
62,65,0.3,"TT",14.903664173353
66,65,0.3,"TT",14.4019982338534
70,75,0.3,"TT",13.5801029822615
62,70,0.3,"TT",13.7566156889823
66,75,0.3,"TT",14.0392641048118
70,70,0.3,"TT",13.002551751249
62,65,0.3,"TT",13.7343245049466
66,65,0.3,"TT",13.7156789255413
70,75,0.3,"TT",13.8505213998763
62,70,0.3,"TT",14.715037975828
66,75,0.3,"TT",14.477637330418
70,70,0.3,"TT",13.0484501497142
62,65,0.3,"TT",14.6599436622689
66,65,0.3,"TT",13.5057585092652
70,75,0.3,"TT",13.6414247295802
62,70,0.3,"TT",13.6270287462458
66,75,0.3,"TT",14.001419281318
70,70,0.3,"TT",16.6332140076331
62,65,0.3,"TT",14.348329218627
66,65,0.3,"TT",15.8341825669056
70,75,0.3,"TT",15.7600399080842
62,70,0.3,"TT",15.0271096654032
66,75,0.3,"TT",14.5936205571027
70,70,0.3,"TT",14.3946204912845
62,65,0.3,"TT",13.0632653220785
66,65,0.3,"TT",13.1607501632384
70,75,0.3,"TT",15.6096309622352
62,70,0.3,"TT",13.1012549241591
66,75,0.3,"TT",14.0385281886662
70,70,0.3,"TT",14.8894393278056
62,65,0.3,"TT",15.6120212058621
66,65,0.3,"TT",14.6940100115016
70,75,0.3,"TT",12.5388254612133
62,70,0.3,"TT",12.4043703499135
66,75,0.3,"TT",15.1677897469311
70,70,0.3,"TT",14.4712652289755
62,65,0.3,"TT",14.556280954973
66,65,0.3,"TT",13.7855274276297
70,75,0.3,"TT",13.2093229772121
62,70,0.3,"TT",12.1816138771791
66,75,0.3,"TT",13.6399381869739
70,70,0.3,"TT",14.2781725635238
62,65,0.3,"TT",14.7104955984849
66,65,0.3,"TT",15.2693906226732
70,75,0.3,"TT",14.7226641969409
62,70,0.3,"TT",13.3190761247199
66,75,0.3,"TT",12.6514651292857
70,70,0.3,"TT",14.6352917265389
62,65,0.3,"TT",14.6682891003552
66,65,0.3,"TT",14.970628112392
70,75,0.3,"TT",14.8087238889181
62,70,0.3,"TT",16.8973732504902
66,75,0.3,"TT",14.8708544659186
70,70,0.3,"TT",14.3865180513737
62,65,0.3,"TT",12.5648948660221
66,65,0.3,"TT",13.4709101478929
70,75,0.3,"TT",15.3152276225847
62,70,0.3,"TT",15.5266032238628
66,75,0.3,"TT",15.2215708212148
70,70,0.3,"TT",14.4626091009498
62,65,0.3,"TT",13.9287718718857
66,65,0.3,"TT",13.4916696830387
70,75,0.3,"TT",14.6538476021973
62,70,0.3,"TT",14.1735684670229
66,75,0.3,"TT",14.5758622205141
70,70,0.3,"TT",13.5416097716244
62,65,0.3,"TT",15.3888178183898
66,65,0.3,"TT",13.4469392400305
70,75,0.3,"TT",14.6212704865564
62,70,0.3,"TT",15.107227862206
66,75,0.3,"TT",15.5914915348418
70,70,0.3,"TT",12.5512510254521
62,65,0.3,"TT",15.4803613835756
66,65,0.3,"TT",15.3777762382515
70,75,0.3,"TT",13.5357877616643
62,70,0.3,"TT",12.7360169928739
66,75,0.3,"TT",12.8963012989284
70,70,0.3,"TT",14.3265378696938
62,65,0.3,"TT",14.8539417054467
66,65,0.3,"TT",14.2550378159011
70,75,0.3,"TT",13.1694740702178
62,70,0.3,"TT",14.0862120245684
66,75,0.3,"TT",15.0956581044188
70,70,0.3,"TT",14.8880472410218
62,65,0.3,"TT",14.1421620382361
66,65,0.3,"TT",15.8361544852048
70,75,0.3,"TT",15.7310114379727
62,70,0.3,"TT",14.1992250163622
66,75,0.3,"TT",15.840234685906
70,70,0.3,"TT",13.8475766657086
62,65,0.3,"TT",14.5131427298514
66,65,0.3,"TT",14.2826194546371
70,75,0.3,"TT",14.1440584617103
62,70,0.3,"TT",13.5724873097222
66,75,0.3,"TT",13.9904438476405
70,70,0.3,"TT",13.9477725142865
62,65,0.3,"TT",15.6098697726894
66,65,0.3,"TT",13.7518760863409
70,75,0.3,"TT",13.0014967561677
62,70,0.3,"TT",16.4536830492667
66,75,0.3,"TT",14.4086119025315
70,70,0.3,"TT",14.6236476862817
62,65,0.3,"TT",14.5935089019567
66,65,0.3,"TT",14.9045838525844
70,75,0.3,"TT",15.2002698313547
62,70,0.3,"TT",15.6627094811429
66,75,0.3,"TT",14.3962715591677
70,70,0.3,"TT",13.4181581419804
62,65,0.3,"TT",14.2752965367561
66,65,0.3,"TT",14.2028376364246
70,75,0.3,"TT",14.6307388916576
62,70,0.3,"TT",15.1115807201996
66,75,0.3,"TT",14.4250459808958
70,70,0.3,"TT",13.5264296451271
62,65,0.3,"TT",14.7059298899367
66,65,0.3,"TT",15.1129296549657
70,75,0.3,"TT",13.8268427939542
62,70,0.3,"TT",14.4288326786104
66,75,0.3,"TT",15.3663961185653
70,70,0.3,"TT",14.418990951868
62,65,0.3,"TT",13.9407743346294
66,65,0.3,"TT",13.6523173131723
70,75,0.3,"TT",15.2085377960662
62,70,0.3,"TT",13.6737419847817
66,75,0.3,"TT",13.632383851831
70,70,0.3,"TT",13.9208482830745
62,65,0.3,"TT",16.5068565675287
66,65,0.3,"TT",15.2256393669471
70,75,0.3,"TT",14.2088127755576
62,70,0.3,"TT",13.5496722949866
66,75,0.3,"TT",13.9726093795154
70,70,0.3,"TT",13.0995926831407
62,65,0.3,"TT",12.7163667901045
66,65,0.3,"TT",16.22529759602
70,75,0.3,"TT",13.2684580068826
62,70,0.3,"TT",14.3844953333976
66,75,0.3,"TT",12.4741013300154
70,70,0.3,"TT",14.8537236577285
62,65,0.3,"TT",14.7420277376932
66,65,0.3,"TT",15.0111190097224
70,75,0.3,"TT",15.0441695008459
62,70,0.3,"TT",14.2771983521524
66,75,0.3,"TT",16.029565799398
70,70,0.3,"TT",16.2451254896423
62,65,0.3,"TT",14.9494218039563
66,65,0.3,"TT",15.2287185706561
70,75,0.3,"TT",14.0668925754887
62,70,0.3,"TT",14.8014695653694
66,75,0.3,"TT",13.6405342983619
70,70,0.3,"TT",14.3116097198473
62,65,0.3,"TT",15.1547437385697
66,65,0.3,"TT",15.8153000327751
70,75,0.3,"TT",14.3400625762821
62,70,0.3,"TT",14.6049470531822
66,75,0.3,"TT",15.4144272006729
70,70,0.3,"TT",16.7761302739848
62,65,0.3,"TT",14.0689191883363
66,65,0.3,"TT",11.8465360763532
70,75,0.3,"TT",13.7821186788717
62,70,0.3,"TT",14.5561787339945
66,75,0.3,"TT",14.0401284736879
70,70,0.3,"TT",15.0007988119777
62,65,0.3,"TT",16.1354201796089
66,65,0.3,"TT",15.4381629930968
70,75,0.3,"TT",15.204089842845
62,70,0.3,"TT",13.7146843789729
66,75,0.3,"TT",12.1067508749743
70,70,0.3,"TT",14.388823854824
62,65,0.3,"TT",13.5122693874087
66,65,0.3,"TT",14.5632113993519
70,75,0.3,"TT",14.3272056656878
62,70,0.3,"TT",14.2925904550255
66,75,0.3,"TT",13.1889562306886
70,70,0.3,"TT",15.1718600110931
62,65,0.3,"TT",13.7872166797426
66,65,0.3,"TT",15.838756255225
70,75,0.3,"TT",13.2952595768457
62,70,0.3,"TT",15.1748743480489
66,75,0.3,"TT",14.0309865861466
70,70,0.3,"TT",14.1187187959221
62,65,0.3,"TT",14.8597470647225
66,65,0.3,"TT",16.0560581102234
70,75,0.3,"TT",12.8709184156297
62,70,0.3,"TT",14.7421905836684
66,75,0.3,"TT",13.7766555665149
70,70,0.3,"TT",13.1663527373423
62,65,0.3,"TT",15.147833782908
66,65,0.3,"TT",14.6764009036451
70,75,0.3,"TT",12.6451380325052
62,70,0.3,"TT",14.3820721277354
66,75,0.3,"TT",13.775297833767
70,70,0.3,"TT",15.3293350325335
62,65,0.3,"TT",16.6407933585924
66,65,0.3,"TT",13.7818434369695
70,75,0.3,"TT",12.6725892496926
62,70,0.3,"TT",14.0176782523033
66,75,0.3,"TT",13.5610437609041
70,70,0.3,"TT",13.1951559655058
62,65,0.3,"TT",13.2121663282632
66,65,0.3,"TT",15.5947423075771
70,75,0.3,"TT",14.6412363915749
62,70,0.3,"TT",13.3911929107091
66,75,0.3,"TT",13.3665348430798
70,70,0.3,"TT",15.1840956809296
62,65,0.3,"TT",13.710107842862
66,65,0.3,"TT",14.0340327637439
70,75,0.3,"TT",14.6450885953385
62,70,0.3,"TT",11.8797010992278
66,75,0.3,"TT",12.3695707084952
70,70,0.3,"TT",14.616971143667
62,65,0.3,"TT",14.8498983832654
66,65,0.3,"TT",14.7334316107753
70,75,0.3,"TT",16.0813266731709
62,70,0.3,"TT",14.5832271706152
66,75,0.3,"TT",14.9366843930402
70,70,0.3,"TT",14.362429797351
62,65,0.3,"TT",15.2839524703939
66,65,0.3,"TT",14.5281719786143
70,75,0.3,"TT",14.627822044566
62,70,0.3,"TT",13.4323515943411
66,75,0.3,"TT",14.3784551539095
70,70,0.3,"TT",15.1290214974375
62,65,0.3,"TT",14.5750201200502
66,65,0.3,"TT",14.3898076548327
70,75,0.3,"TT",14.4493810961155
62,70,0.3,"TT",15.2438230000881
66,75,0.3,"TT",12.9768525212725
70,70,0.3,"TT",13.8666339811354
62,65,0.3,"TT",14.8291266473353
66,65,0.3,"TT",13.240616212733
70,75,0.3,"TT",12.7104183095716
62,70,0.3,"TT",14.1985981149978
66,75,0.3,"TT",12.9442397056486
70,70,0.3,"TT",14.8918907473494
62,65,0.3,"TT",14.3029309950573
66,65,0.3,"TT",15.7163758427847
70,75,0.3,"TT",14.2449541697827
62,70,0.3,"TT",15.2613241927725
66,75,0.3,"TT",15.329245207741
70,70,0.3,"TT",16.0172785462736
62,65,0.3,"TT",16.7174801402464
66,65,0.3,"TT",16.131444676206
70,75,0.3,"TT",14.7547649909912
62,70,0.3,"TT",14.9871167222365
66,75,0.3,"TT",12.9736947031783
70,70,0.3,"TT",13.6054030601651
62,65,0.3,"TT",15.3449197395527
66,65,0.3,"TT",15.1611629224215
70,75,0.3,"TT",15.3314400113056
62,70,0.3,"TT",14.4753292069914
66,75,0.3,"TT",13.8045260400503
70,70,0.3,"TT",13.0887532920594
62,65,0.3,"TT",15.6433901574329
66,65,0.3,"TT",14.9403884227893
70,75,0.3,"TT",14.4665685410997
62,70,0.3,"TT",13.9067721602843
66,75,0.3,"TT",13.1670603825735
70,70,0.3,"TT",13.979701206889
62,65,0.3,"TT",13.278688028714
66,65,0.3,"TT",14.8302809782079
70,75,0.3,"TT",14.3825391931841
62,70,0.3,"TT",15.1770667435755
66,75,0.3,"TT",14.3677267006427
70,70,0.3,"TT",14.4466043389381
62,65,0.3,"TT",16.6653702556519
66,65,0.3,"TT",13.9257967758322
70,75,0.3,"TT",15.053141129016
62,70,0.3,"TT",13.7194514197594
66,75,0.3,"TT",15.5827946928289
70,70,0.3,"TT",13.8790670837682
62,65,0.3,"TT",16.0550782644998
66,65,0.3,"TT",13.9517982970531
70,75,0.3,"TT",15.1856501493594
62,70,0.3,"TT",13.3597090500974
66,75,0.3,"TT",14.1947229568097
70,70,0.3,"TT",13.9936369591804
62,65,0.3,"TT",13.4274872130023
66,65,0.3,"TT",12.9191378471287
70,75,0.3,"TT",13.8219641236058
62,70,0.3,"TT",13.6197921404887
66,75,0.3,"TT",13.5001255538606
70,70,0.3,"TT",14.6546540028805
62,65,0.3,"TT",15.3588162702028
66,65,0.3,"TT",14.8506768337283
70,75,0.3,"TT",12.8483586297463
62,70,0.3,"TT",15.4663833634894
66,75,0.3,"TT",13.9583872966571
70,70,0.3,"TT",14.0064567312663
62,65,0.3,"TT",15.1453930862647
66,65,0.3,"TT",14.345089522337
70,75,0.3,"TT",13.7282661954761
62,70,0.3,"TT",14.5549376381907
66,75,0.3,"TT",14.204201831815
70,70,0.3,"TT",15.5601701577299
62,65,0.3,"TT",14.9960428969925
66,65,0.3,"TT",13.893653809189
70,75,0.3,"TT",13.5927635180942
62,70,0.3,"TT",16.3594715730281
66,75,0.3,"TT",13.5601472832342
70,70,0.3,"TT",14.4353906176632
62,65,0.3,"TT",13.3017653976572
66,65,0.3,"TT",16.8648374772897
70,75,0.3,"TT",15.866353001004
62,70,0.3,"TT",15.2513304288366
66,75,0.3,"TT",12.5274134256861
70,70,0.3,"TT",14.3305577543675
62,65,0.3,"TT",14.4003000839614
66,65,0.3,"TT",13.3632227472896
70,75,0.3,"TT",15.45159897875
62,70,0.3,"TT",13.6331777585506
66,75,0.3,"TT",13.7242938774764
70,70,0.3,"TT",14.80732624742
62,65,0.3,"TT",13.8620330850455
66,65,0.3,"TT",15.5032652714033
70,75,0.3,"TT",16.3748146679622
62,70,0.3,"TT",14.5066181496397
66,75,0.3,"TT",14.561977673086
70,70,0.3,"TT",13.8147461145946
62,65,0.3,"TT",13.2869649391366
66,65,0.3,"TT",13.2959736475584
70,75,0.3,"TT",14.7619720975269
62,70,0.3,"TT",13.7802981842858
66,75,0.3,"TT",15.4004303213591
70,70,0.3,"TT",14.9539996309642
62,65,0.3,"TT",16.1796037402139
66,65,0.3,"TT",14.632605594314
70,75,0.3,"TT",13.9091529194614
62,70,0.3,"TT",14.8378346820373
66,75,0.3,"TT",15.0224708566767
70,70,0.3,"TT",14.5456305336065
62,65,0.3,"TT",14.2329508199268
66,65,0.3,"TT",14.8458101487923
70,75,0.3,"TT",14.2744241238708
62,70,0.3,"TT",12.6080267075851
66,75,0.3,"TT",13.0428025017766
70,70,0.3,"TT",15.3207053317997
62,65,0.3,"TT",13.096903156535
66,65,0.3,"TT",15.0257738281712
70,75,0.3,"TT",14.1924649744077
62,70,0.3,"TT",14.3499936341234
66,75,0.3,"TT",15.2997818723515
70,70,0.3,"TT",13.2827021267699
62,65,0.3,"TT",14.1565473269074
66,65,0.3,"TT",14.9949847418683
70,75,0.3,"TT",15.7382759555166
62,70,0.3,"TT",13.7679007212732
66,75,0.3,"TT",13.4206848507225
70,70,0.3,"TT",14.8693331292661
62,65,0.3,"TT",15.9296305770523
66,65,0.3,"TT",12.1315125876864
70,75,0.3,"TT",12.2374147919136
62,70,0.3,"TT",14.7439702705338
66,75,0.3,"TT",12.9280406321677
70,70,0.3,"TT",13.188773463553
62,65,0.3,"TT",15.0644870823273
66,65,0.3,"TT",15.6005026627369
70,75,0.3,"TT",13.9081261704391
62,70,0.3,"TT",14.1958934114814
66,75,0.3,"TT",14.4118546325943
70,70,0.3,"TT",16.5570490376074
62,65,0.3,"TT",16.1726061522419
66,65,0.3,"TT",12.8487213227894
70,75,0.3,"TT",16.1347166390242
62,70,0.3,"TT",16.5199079121973
66,75,0.3,"TT",14.4809055267156
70,70,0.3,"TT",13.162607096669
62,65,0.3,"TT",15.1695517240897
66,65,0.3,"TT",13.5022348699973
70,75,0.3,"TT",14.3675528497105
62,70,0.3,"TT",13.6118950987386
66,75,0.3,"TT",14.7027405810064
70,70,0.3,"TT",14.5712662917729
62,65,0.3,"TT",14.5193442042155
66,65,0.3,"TT",16.2717213745746
70,75,0.3,"TT",15.5629944263052
62,70,0.3,"TT",15.8321236715277
66,75,0.3,"TT",15.4588706204927
70,70,0.3,"TT",14.7256391797323
62,65,0.3,"TT",13.1276973171974
66,65,0.3,"TT",14.0843216834872
70,75,0.3,"TT",15.1263746176842
62,70,0.3,"TT",13.3650119933342
66,75,0.3,"TT",13.1667869738736
70,70,0.3,"TT",16.1458666310743
62,65,0.3,"TT",13.1789412865463
66,65,0.3,"TT",13.1737755292309
70,75,0.3,"TT",13.7286750481646
62,70,0.3,"TT",14.3073920266047
66,75,0.3,"TT",15.607582959037
70,70,0.3,"TT",14.1293666357479
62,65,0.3,"TT",15.3718622075655
66,65,0.3,"TT",13.6817065695782
70,75,0.3,"TT",15.6579387942516
62,70,0.3,"TT",12.8887407303662
66,75,0.3,"TT",13.6444273808734
70,70,0.3,"TT",13.8497351244421
62,65,0.3,"TT",15.6271057270159
66,65,0.3,"TT",15.6883692278584
70,75,0.3,"TT",13.226984245289
62,70,0.3,"TT",13.3350863712818
66,75,0.3,"TT",13.7311881166664
70,70,0.3,"TT",14.9613387963115
62,65,0.3,"TT",13.9005551931738
66,65,0.3,"TT",12.3831474274201
70,75,0.3,"TT",13.8523550524694
62,70,0.3,"TT",14.4574851577652
66,75,0.3,"TT",15.5470173288777
70,70,0.3,"TT",13.9406859985815
62,65,0.3,"TT",13.2797840710842
66,65,0.3,"TT",15.0662813594516
70,75,0.3,"TT",12.8183361857095
62,70,0.3,"TT",14.227185415231
66,75,0.3,"TT",13.687192567484
70,70,0.3,"TT",13.213138648428
62,65,0.3,"TT",13.7737453156469
66,65,0.3,"TT",15.494155083174
70,75,0.3,"TT",14.3574946708089
62,70,0.3,"TT",13.8528692108051
66,75,0.3,"TT",14.5051746919697
70,70,0.3,"TT",15.5172476774794
62,65,0.3,"TT",13.6964803596525
66,65,0.3,"TT",15.0354270248783
70,75,0.3,"TT",15.3966417186681
62,70,0.3,"TT",14.9434271826707
66,75,0.3,"TT",13.8204142719537
70,70,0.3,"TT",14.148184399601
62,65,0.3,"TT",14.0838679101541
66,65,0.3,"TT",14.9914588681102
70,75,0.3,"TT",13.4679922900804
62,70,0.3,"TT",14.0654210800078
66,75,0.3,"TT",13.2512298285461
70,70,0.3,"TT",12.4296927283033
62,65,0.3,"TT",14.6278017973742
66,65,0.3,"TT",13.4024099041113
70,75,0.3,"TT",16.4388000840998
62,70,0.3,"TT",15.4576624102185
66,75,0.3,"TT",13.7720542702375
70,70,0.3,"TT",13.7877632227962
62,65,0.3,"TT",14.3209303990202
66,65,0.3,"TT",13.563416211435
70,75,0.3,"TT",15.3633582767051
62,70,0.3,"TT",12.6883781697145
66,75,0.3,"TT",12.4524490644755
70,70,0.3,"TT",15.0526495036107
62,65,0.3,"TT",14.9142754562558
66,65,0.3,"TT",15.1286340541585
70,75,0.3,"TT",15.2126912282127
62,70,0.3,"TT",14.1001836617395
66,75,0.3,"TT",14.8598337835365
70,70,0.3,"TT",14.1035647974766
62,65,0.3,"TT",13.6185734896444
66,65,0.3,"TT",16.1954089927089
70,75,0.3,"TT",14.0099917892769
62,70,0.3,"TT",15.5488775547068
66,75,0.3,"TT",11.8314631466072
70,70,0.3,"TT",14.7413874640703
62,65,0.3,"TT",14.5414861697688
66,65,0.3,"TT",14.9173003526912
70,75,0.3,"TT",13.5149233370553
62,70,0.3,"TT",14.1387228758187
66,75,0.3,"TT",12.8057823688455
