"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
66,77,0.3,"TT",12.5317173766045
66,75,0.3,"TT",14.6074253513246
66,73,0.3,"TT",13.3979331431386
64,77,0.3,"TT",14.2074878453379
64,75,0.3,"TT",13.7118267105287
64,73,0.3,"TT",14.1633867484882
68,77,0.3,"TT",14.6407338559447
68,75,0.3,"TT",13.1109287610512
68,73,0.3,"TT",14.9670646605165
66,77,0.3,"TT",14.6527169037593
66,75,0.3,"TT",15.3686787881009
66,73,0.3,"TT",11.2274528479244
64,77,0.3,"TT",15.0959319939775
64,75,0.3,"TT",14.0446364558068
64,73,0.3,"TT",13.1740117363197
68,77,0.3,"TT",14.0664629068315
68,75,0.3,"TT",14.0380652018965
68,73,0.3,"TT",14.9248383604373
66,77,0.3,"TT",14.2642942801832
66,75,0.3,"TT",14.8841175885354
66,73,0.3,"TT",14.3686436611591
64,77,0.3,"TT",15.3122205953929
64,75,0.3,"TT",13.5568139345487
64,73,0.3,"TT",13.7167796897129
68,77,0.3,"TT",12.7458543512904
68,75,0.3,"TT",14.3262111254291
68,73,0.3,"TT",14.8019367564436
66,77,0.3,"TT",15.9221160879284
66,75,0.3,"TT",12.8827860244905
66,73,0.3,"TT",14.1920851374854
64,77,0.3,"TT",13.6674186252362
64,75,0.3,"TT",13.5054930937433
64,73,0.3,"TT",13.7817939478879
68,77,0.3,"TT",14.0782511681814
68,75,0.3,"TT",15.7446028386579
68,73,0.3,"TT",12.5613992876072
66,77,0.3,"TT",14.475385913245
66,75,0.3,"TT",13.9313988608284
66,73,0.3,"TT",13.8238395289732
64,77,0.3,"TT",13.8073750893603
64,75,0.3,"TT",14.674510242765
64,73,0.3,"TT",13.4504558315557
68,77,0.3,"TT",15.0282721470001
68,75,0.3,"TT",14.9257464127517
68,73,0.3,"TT",15.0081295981026
66,77,0.3,"TT",13.3837205834818
66,75,0.3,"TT",15.0094018417459
66,73,0.3,"TT",13.2713812712762
64,77,0.3,"TT",15.5293932146624
64,75,0.3,"TT",14.0781152269212
64,73,0.3,"TT",14.779618512177
68,77,0.3,"TT",15.284352964426
68,75,0.3,"TT",14.6871072725789
68,73,0.3,"TT",14.3435016837111
66,77,0.3,"TT",13.8003873583021
66,75,0.3,"TT",14.8718693748701
66,73,0.3,"TT",13.4575595958357
64,77,0.3,"TT",13.7708939760972
64,75,0.3,"TT",14.2576461255835
64,73,0.3,"TT",13.7834215058195
68,77,0.3,"TT",14.2771159769748
68,75,0.3,"TT",13.4811906806122
68,73,0.3,"TT",13.0525857202187
66,77,0.3,"TT",15.4030635012215
66,75,0.3,"TT",14.4544167676191
66,73,0.3,"TT",13.9514499537156
64,77,0.3,"TT",15.0271897173162
64,75,0.3,"TT",14.7519812048324
64,73,0.3,"TT",13.8020252239502
68,77,0.3,"TT",14.3089426036799
68,75,0.3,"TT",14.4873651013051
68,73,0.3,"TT",11.6680425598955
66,77,0.3,"TT",16.4897088025414
66,75,0.3,"TT",12.6807693170933
66,73,0.3,"TT",13.8024900792168
64,77,0.3,"TT",15.3401492789035
64,75,0.3,"TT",15.0167551595674
