"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
75,75,0.1,"TT",9.0591621992037
75,75,0.2,"TT",8.57608611538676
75,75,0.4,"TT",11.160143670875
75,75,0.5,"TT",9.88481849693452
75,75,0.1,"TT",10.0932717613128
75,75,0.2,"TT",9.96055935005319
75,75,0.4,"TT",10.0258641444588
75,75,0.5,"TT",9.22953717632876
75,75,0.1,"TT",9.25664296738236
75,75,0.2,"TT",10.4039319925052
75,75,0.4,"TT",11.1890886238801
75,75,0.5,"TT",10.3607185503049
75,75,0.1,"TT",9.15340054605426
75,75,0.2,"TT",9.89730444152237
75,75,0.4,"TT",9.21512999967785
75,75,0.5,"TT",10.1179913347177
75,75,0.1,"TT",9.1650582607238
75,75,0.2,"TT",8.83912227474436
75,75,0.4,"TT",9.95205673952787
75,75,0.5,"TT",9.92774884964318
75,75,0.1,"TT",10.1494535698448
75,75,0.2,"TT",7.98649294755687
75,75,0.4,"TT",9.06722208202002
75,75,0.5,"TT",11.2182193882037
75,75,0.1,"TT",9.72085273536971
75,75,0.2,"TT",9.43146143450433
75,75,0.4,"TT",11.0731887233125
75,75,0.5,"TT",9.09946279937893
75,75,0.1,"TT",10.4358294921779
75,75,0.2,"TT",10.5517125006331
75,75,0.4,"TT",11.9253419528266
75,75,0.5,"TT",11.0765367457668
75,75,0.1,"TT",11.38509875052
75,75,0.2,"TT",9.45665295769447
75,75,0.4,"TT",8.62331344139164
75,75,0.5,"TT",10.085089446385
75,75,0.1,"TT",9.95276469864351
75,75,0.2,"TT",10.6047089414518
75,75,0.4,"TT",11.4249759116932
75,75,0.5,"TT",10.3805930063374
75,75,0.1,"TT",11.5215264149965
75,75,0.2,"TT",10.9425902200311
75,75,0.4,"TT",10.0020686524939
75,75,0.5,"TT",11.2735314627202
75,75,0.1,"TT",11.1319251718994
75,75,0.2,"TT",9.47205618872458
75,75,0.4,"TT",10.8482898999442
75,75,0.5,"TT",11.6594810327369
75,75,0.1,"TT",11.1842554686081
75,75,0.2,"TT",10.7947315403376
75,75,0.4,"TT",11.7004350805245
75,75,0.5,"TT",8.41356315830114
75,75,0.1,"TT",10.2468155512963
75,75,0.2,"TT",9.48441784780214
75,75,0.4,"TT",10.3817214966421
75,75,0.5,"TT",11.453294239919
75,75,0.1,"TT",10.4775283282301
75,75,0.2,"TT",9.03192442718882
75,75,0.4,"TT",11.1721618891774
75,75,0.5,"TT",9.85794689652523
75,75,0.1,"TT",7.89987794988813
75,75,0.2,"TT",12.1198219546823
75,75,0.4,"TT",10.155035173529
75,75,0.5,"TT",11.5877542289838
75,75,0.1,"TT",11.9679357418761
75,75,0.2,"TT",10.2330579687679
75,75,0.4,"TT",9.45774750120124
75,75,0.5,"TT",10.7756769356792
75,75,0.1,"TT",10.2597149707075
75,75,0.2,"TT",10.4284951588725
75,75,0.4,"TT",11.6244533696588
75,75,0.5,"TT",8.54679073247063
75,75,0.1,"TT",11.4477792478296
75,75,0.2,"TT",11.6905798778508
75,75,0.4,"TT",9.00911985680774
75,75,0.5,"TT",11.1510867198759
75,75,0.1,"TT",9.06513016021755
75,75,0.2,"TT",8.97256169709899
75,75,0.4,"TT",10.8895148866984
75,75,0.5,"TT",9.28324209034479
75,75,0.1,"TT",11.6324535207057
75,75,0.2,"TT",9.44515747307215
75,75,0.4,"TT",9.70349126645499
75,75,0.5,"TT",10.0327851951872
75,75,0.1,"TT",8.97300782181635
